INSTRUMENT_ID,INSTRUMENT_TYPE,TRADE_CODE,
1099,Unit closed UIF,RU000A0JPJR8,
9785,Open unit mutual fund,RU000A0JX1H4,
4370,Unit closed UIF,RU000A0JSGF3,
5532,Unit closed UIF,RU000A0JU0G1,
10538,Open unit mutual fund,RU000A0JURB5,
3334,Unit closed UIF,RU000A0JR7Z1,
3335,Unit closed UIF,RU000A0JR811,
3336,Unit closed UIF,RU000A0JR7X6,
1068,Unit closed UIF,RU000A0JPGC6,
865,Unit closed UIF,RU000A0JP450,
8913,Unit closed UIF,RU000A0JVGM3,
10834,Bond,RU000A0ZYSE5,
9071,Corporate bond,RU000A0JVXW7,
9193,Corporate bond,RU000A0JVZF7,
9194,Corporate bond,RU000A0JVZG5,
8701,Corporate bond,RU000A0JVE65,
4315,Corporate bond,RU000A0JTD37,
5661,Corporate bond,RU000A0JUDX9,
9766,Bond,RU000A0JX3X7,
11469,Bond,RU000A0ZZUZ3,
3282,Bond,,
3283,Bond,,
3284,Bond,,
3285,Bond,,
1756,Corporate bond,RU000A0JPZF9,
9993,Corporate bond,,
5226,Corporate bond,RU000A0JTZG9,
5420,Bond,,
5421,Bond,,
5422,Bond,,
10913,Bond,RU000A0ZZ0L6,
5541,Bond,,
5542,Bond,RU000A0JUN08,
5543,Bond,RU000A0JWC66,
8708,Bond,RU000A0JVBW3,
9389,Corporate bond,RU000A0JWKL5,
10836,Bond,RU000A0ZZ2V1,
11262,Bond,,
8605,Bond,RU000A0JXW87,
10868,Bond,RU000A0ZZ0Q5,
5172,Bond,RU000A0JU8S9,
9920,Bond,RU000A0JXPH0,
5173,Bond,,
5174,Bond,,
10533,Bond,RU000A0ZYAQ7,
10926,Bond,RU000A0ZZ1F6,
10686,Bond,RU000A0ZYJX4,
11135,Bond,RU000A0ZZAE0,
11271,Bond,RU000A0ZZGZ2,
1658,Unit closed UIF,RU000A0JPZP8,
1655,Unit closed UIF,RU000A0JPZL7,
2512,Unit closed UIF,RU000A0JQ797,
6228,Unit closed UIF,RU000A0JUKR6,
3672,Unit closed UIF,RU000A0JRRN6,
2777,Unit closed UIF,RU000A0JQP77,
2778,Unit closed UIF,RU000A0JQPA9,
2776,Unit closed UIF,RU000A0JQP93,
4554,Unit closed UIF,RU000A0JT8U8,
3917,Ordinary share,KUNF,
4638,Ordinary share,MSST,
4845,Ordinary share,GTLC,
1747,Ordinary share,BLNG,
5025,Corporate bond,RU000A0JTWT9,
10708,Bond,RU000A0ZYLK7,
4001,Ordinary share,GAZT,
3693,Ordinary share,GAZS,
3692,Ordinary share,GAZC,
4478,Ordinary share,GTPR,
3293,Ordinary share,DZRD,
3294,preferred shares,DZRDP,
4571,Ordinary share,LVHK,
10559,Bond,RU000A0ZYHW0,
269,Ordinary share,LPSB,
5082,Bond,RU000A0JVYM6,
5083,Bond,,
5084,Bond,,
5085,Bond,RU000A0JWR51,
9752,Bond,RU000A0JX3H0,
3976,Ordinary share,NPOF,
2465,Corporate bond,RU000A0JQ5Q5,
8851,Corporate bond,RU000A0JVB19,
8852,Corporate bond,RU000A0JVB27,
9014,Corporate bond,RU000A0JVKH5,
9732,Corporate bond,RU000A0JX1S1,
9434,Corporate bond,RU000A0JWLU4,
2661,Bond,RU000A0JVW71,
2664,Bond,RU000A0JWD57,
2665,Bond,,
5059,Bond,RU000A0JTZM7,
5060,Bond,RU000A0JUCG6,
5061,Bond,RU000A0JXJK7,
5062,Bond,RU000A0JU542,
5063,Bond,RU000A0JU7B7,
5064,Bond,RU000A0JVJS4,
5065,Bond,RU000A0JU9M0,
5066,Bond,RU000A0JUX71,
5067,Bond,RU000A0JWHU2,
5069,Bond,RU000A0JTY57,
5070,Bond,RU000A0JUPZ8,
5071,Bond,,
3540,Corporate bond,RU000A0JRKC4,
3541,Corporate bond,RU000A0JRKD2,
3542,Corporate bond,RU000A0JRKM3,
4113,Corporate bond,RU000A0JS3M7,
4109,Corporate bond,RU000A0JS3L9,
3742,Corporate bond,RU000A0JRVU3,
1636,Ordinary share,JNOS,
2983,preferred shares,JNOSP,
1626,Ordinary share,MGNZ,
3945,Ordinary share,TGKO,
2905,Bond,,
3898,Ordinary share,ELTZ,
3973,Ordinary share,MGVM,
3915,Ordinary share,KRKO,
3916,preferred shares,KRKOP,
183,Ordinary share,ARSA,
9613,Bonds of a foreign issuer,XS1506500039,
8668,Bonds of a foreign issuer,XS0922301717,
5399,Subfederal bond,RU000A0JU5W7,
5400,Subfederal bond,RU000A0JU5X5,
10339,Bond,RU000A0JXTN0,
5599,Bond,RU000A0JVFS2,
5600,Bond,RU000A0JVFX2,
5601,Bond,RU000A0JVGJ9,
5602,Bond,RU000A0JVGK7,
1280,Ordinary share,NKNC,
1281,preferred shares,NKNCP,
8788,Ordinary share,SIBG,
9426,Bond,RU000A0JWLX8,
10444,Bond,RU000A0JXZM9,
187,Ordinary share,AVAZ,
2426,preferred shares,AVAZP,
3892,Ordinary share,ALNU,
96,Ordinary share,ARMD,
10051,Ordinary share,ACKO,
4471,Ordinary share,ABRD,
1246,Ordinary share,UTAR,
3747,Ordinary share,BANE,
3748,preferred shares,BANEP,
4132,Corporate bond,RU000A0JS3U0,
9731,Bond,RU000A0JX2P5,
3651,Bond,RU000A0JWH87,
9753,Bond,RU000A0JX2X9,
3652,Bond,RU000A0JVEQ9,
9797,Bond,RU000A0JX9X4,
3653,Bond,RU000A0JVFD4,
5243,Bond,RU000A0JUML5,
5244,Bond,RU000A0JWGC2,
5245,Bond,RU000A0JVHF5,
5246,Bond,RU000A0JWGD0,
5247,Bond,RU000A0JWX04,
5248,Bond,RU000A0JX2Q3,
9045,Bond,RU000A0JVUK8,
9136,Bond,RU000A0JVXZ0,
9632,Bond,RU000A0JWYQ5,
9686,Bond,RU000A0JWZY6,
4206,Bond,,
4207,Bond,,
4208,Bond,,
4209,Bond,,
4210,Bond,,
4211,Bond,,
186,Ordinary share,ASSB,
3952,Ordinary share,USBN,
5363,Bond,,
11018,Bond,RU000A0ZZ5A8,
5364,Bond,,
5365,Bond,,
5366,Bond,,
5367,Bond,,
2875,Ordinary share,BISV,
2876,preferred shares,BISVP,
5262,Bond,RU000A0JVG89,
5263,Bond,RU000A0JWFE0,
4258,Ordinary share,ALBK,
3894,Ordinary share,BRZL,
4320,Ordinary share,VTRS,
7043,Bond,RU000A0JW3R0,
3954,Ordinary share,VJGZ,
3955,preferred shares,VJGZP,
4018,Corporate bond,RU000A0JS1S8,
1249,Ordinary share,VDSB,
1253,Ordinary share,VLHZ,
1251,Ordinary share,VGSB,
1252,preferred shares,VGSBP,
8586,Corporate bond,RU000A0JV102,
4452,Bond,,
4454,Bond,,
4455,Bond,,
9140,Bond,RU000A0JVYN4,
9141,Bond,RU000A0JVYP9,
4464,Ordinary share,VSYD,
4463,preferred shares,VSYDP,
5375,Bond,,
5376,Bond,RU000A0JVUN2,
5377,Bond,RU000A0JVUP7,
5378,Bond,,
1633,Ordinary share,GAZA,
10925,preferred shares,GAZAP,
7999,Ordinary share,GTSS,
5463,Corporate bond,RU000A0JU807,
5789,Bond,,
5790,Bond,,
5791,Bond,,
5792,Bond,,
4566,Ordinary share,RTGZ,
1190,Ordinary share,SIBN,
3323,Corporate bond,RU000A0JR878,
2848,Bond,RU000A0JWRE5,
9910,Bond,RU000A0JXNF9,
10483,Bond,RU000A0JXYL4,
2850,Bond,RU000A0JWK41,
10604,Bond,RU000A0ZYDS7,
2851,Bond,RU000A0JWRF2,
10723,Bond,RU000A0ZYLC4,
10724,Bond,RU000A0ZYLQ4,
10893,Bond,RU000A0ZYXV9,
3598,Bond,,
3599,Bond,,
3600,Bond,,
3601,Bond,,
3602,Bond,,
3603,Bond,,
3605,Bond,,
3606,Bond,,
3607,Bond,,
3608,Bond,,
3609,Bond,,
3610,Bond,,
3611,Bond,,
3612,Bond,,
3613,Bond,,
3614,Bond,,
3615,Bond,,
3616,Bond,RU000A0JUAN6,
3617,Bond,RU000A0JUAP1,
3621,Bond,,
3622,Bond,,
3623,Bond,,
3624,Bond,,
3625,Bond,,
5734,Depositary receipts of a foreign issuer for shares,OGZD,
22,Ordinary share,HALS,
5719,Bond,RU000A0JW5C7,
5720,Bond,,
5721,Bond,,
5722,Bond,,
9032,Ordinary share,GRNT,
4634,Ordinary share,RLMN,
5822,preferred shares,RLMNP,
7070,Bond,,
3342,Bond,,
1279,Ordinary share,GCHE,
203,Ordinary share,DASB,
1538,Ordinary share,FESH,
2894,Bond,RU000A0JVCQ3,
2895,Bond,RU000A0JTY24,
5932,Bond,,
5933,Bond,,
5934,Bond,,
5936,Bond,,
5937,Bond,,
5938,Bond,,
9890,Ordinary share,EELT,
8836,Ordinary share,UTSY,
3746,Ordinary share,ZVEZ,
3959,Ordinary share,ZILL,
1277,Ordinary share,ZMZN,
1278,preferred shares,ZMZNP,
5970,Corporate bond,RU000A0JUP63,
8703,Ordinary share,IDVP,
9129,Bond,RU000A0JWCW9,
3754,Ordinary share,RUSI,
1535,Ordinary share,OPIN,
9832,Bond,RU000A0JXLM9,
10629,Bond,RU000A0ZYG37,
3902,Ordinary share,IGST,
3904,preferred shares,IGSTP,
4682,Corporate bond,RU000A0JTHF9,
5320,Corporate bond,RU000A0JU278,
245,Ordinary share,ISKJ,
3423,Bond,,
3424,Bond,,
3425,Bond,,
3426,Bond,,
3427,Bond,,
3428,Bond,,
3429,Bond,,
3430,Bond,,
3431,Bond,,
3432,Bond,,
3433,Bond,,
3434,Bond,,
3435,Bond,,
3436,Bond,,
3437,Bond,,
3438,Bond,,
255,Ordinary share,KLSB,
1212,Ordinary share,TGKD,
1213,preferred shares,TGKDP,
4435,Bond,,
4436,Bond,,
4437,Bond,,
4438,Bond,,
3242,Ordinary share,KSGR,
5662,Bond,,
5663,Bond,,
5664,Bond,RU000A0JVDF4,
1540,Ordinary share,KOGK,
3907,Ordinary share,KMTZ,
260,Ordinary share,KTSB,
261,preferred shares,KTSBP,
3240,Bond,,
3241,Bond,,
266,Ordinary share,KZMS,
1664,Ordinary share,KRSB,
1663,preferred shares,KRSBP,
2863,Ordinary share,KBTK,
3905,Ordinary share,KAZT,
3906,preferred shares,KAZTP,
4507,preferred shares,KGKCP,
1706,Ordinary share,MERF,
3408,Ordinary share,,
3325,Ordinary share,MNFD,
5144,Bond,,
3367,Bond,,
3368,Bond,,
3369,Bond,,
3370,Bond,,
5204,Bond,,
9377,Bond,RU000A0JWGG3,
5205,Bond,,
9411,Bond,RU000A0JWKA8,
5206,Bond,,
1599,Ordinary share,ODVA,
5138,Bond,,
5139,Bond,,
5140,Bond,,
5141,Bond,,
1378,Ordinary share,MRKK,
5750,Bond,,
5751,Bond,,
5752,Bond,,
5073,Bond,,
5074,Bond,,
5075,Bond,,
5188,Bond,RU000A0JVYL8,
5189,Bond,RU000A0JWR44,
1483,Ordinary share,MRKY,
6026,Bond,RU000A0JXVT3,
2491,Corporate bond,RU000A0JQ8V9,
3067,Corporate bond,RU000A0JR0K8,
3068,Corporate bond,RU000A0JR0J0,
3346,Corporate bond,RU000A0JR8L9,
3347,Corporate bond,RU000A0JR8P0,
3525,Corporate bond,RU000A0JRJS2,
3526,Corporate bond,RU000A0JRJT0,
3527,Corporate bond,RU000A0JRJY0,
1771,Bond,,
1770,Bond,,
1769,Bond,,
1766,Bond,,
1765,Bond,,
1764,Bond,,
4535,Bond,,
4536,Bond,,
4537,Bond,,
4538,Bond,,
4539,Bond,,
4540,Bond,,
277,Ordinary share,MRSB,
3922,Ordinary share,MORI,
1176,Ordinary share,MGTS,
1175,preferred shares,MGTSP,
258,Ordinary share,KROT,
337,preferred shares,KROTP,
5227,Bond,RU000A0JUUU9,
5228,Bond,RU000A0JWJX2,
5229,Bond,RU000A0JWNK1,
5231,Bond,RU000A0JWEZ8,
8899,Corporate bond,RU000A0JVFE2,
3923,Ordinary share,MUGS,
3924,preferred shares,MUGSP,
3998,Ordinary share,NSVZ,
244,Ordinary share,IRKT,
5275,Bond,,
5276,Bond,,
8898,Corporate bond,RU000A0JVMU4,
9164,Bond,RU000A0JWE64,
11418,Bond,,
3671,Ordinary share,NFAZ,
1734,Bond,,
1735,Bond,,
1736,Bond,,
1737,Bond,,
1738,Bond,,
1739,Bond,,
1740,Bond,,
1741,Bond,,
1742,Bond,,
1743,Bond,,
3926,Ordinary share,NKSH,
4189,Bond,,
4191,Bond,,
4192,Bond,,
4193,Bond,,
1554,Ordinary share,SATR,
3375,Corporate bond,RU000A0JRA65,
4923,Ordinary share,UCSS,
2811,Ordinary share,OMSH,
2869,Ordinary share,PRTK,
3929,Ordinary share,PAZA,
303,Ordinary share,PMSB,
304,preferred shares,PMSBP,
3648,Ordinary share,PLSM,
4019,Corporate bond,RU000A0JS1J7,
9366,Bond,RU000A0JWEU9,
4375,Bond,RU000A0JUVF8,
4377,Bond,RU000A0JUVG6,
4378,Bond,,
4379,Bond,,
4380,Bond,,
3248,Ordinary share,RBCM,
3895,Ordinary share,CHGZ,
1561,Ordinary share,ROST,
4390,Bond,RU000A0JWDN6,
4416,Bond,,
4417,Bond,,
4418,Bond,,
1317,Ordinary share,RKKE,
5813,Bond,RU000A0JWRM8,
5814,Bond,RU000A0JWRN6,
5816,Bond,RU000A0JVZ94,
5817,Bond,RU000A0JVZP6,
5818,Bond,,
5819,Bond,,
5820,Bond,,
5821,Bond,,
5884,Depositary receipts of a foreign issuer for shares,RSDR,
3765,Ordinary share,RUGR,
5294,Ordinary share,ROLO,
1557,Ordinary share,RUSP,
1185,Ordinary share,RZSB,
9329,Corporate bond,RU000A0JWBK6,
9508,Corporate bond,RU000A0JWNV8,
9557,Corporate bond,RU000A0JWU72,
11066,Bond,,
11067,Bond,,
11068,Bond,,
6060,Corporate bond,RU000A0JUVT9,
3913,Ordinary share,KRKN,
3914,preferred shares,KRKNP,
3749,Ordinary share,SARE,
3750,preferred shares,SAREP,
4691,Bond,,
4692,Bond,,
9933,Bond,RU000A0JXPE7,
4693,Bond,,
4694,Bond,,
4695,Bond,,
10934,Bond,RU000A0ZZ0Z6,
4696,Bond,,
4697,Bond,,
11010,Bond,RU000A0ZZ3U1,
4698,Bond,,
11031,Bond,RU000A0ZZ5U6,
4699,Bond,,
11029,Bond,RU000A0ZZ7U2,
4700,Bond,,
11030,Bond,RU000A0ZZAJ9,
4701,Bond,,
11106,Bond,RU000A0ZZ992,
4702,Bond,,
4703,Bond,,
11164,Bond,RU000A0ZZDM7,
4704,Bond,,
11167,Bond,RU000A0ZZD88,
4705,Bond,,
11193,Bond,RU000A0ZZE38,
4706,Bond,,
11258,Bond,RU000A0ZZEU8,
11263,Bond,RU000A0ZZFC3,
11275,Bond,RU000A0ZZHD7,
4710,Bond,,
11292,Bond,RU000A0ZZKS9,
4711,Bond,,
11293,Bond,RU000A0ZZKR1,
4712,Bond,,
11316,Bond,RU000A0ZZL54,
4713,Bond,,
11326,Bond,RU000A0ZZMA3,
4714,Bond,,
11329,Bond,RU000A0ZZMB1,
4715,Bond,,
11389,Bond,RU000A0ZZP19,
4716,Bond,,
11387,Bond,RU000A0ZZP35,
4717,Bond,,
11390,Bond,RU000A0ZZP27,
4718,Bond,,
11408,Bond,RU000A0ZZPE8,
4719,Bond,,
4720,Bond,,
11415,Bond,RU000A0ZZQ18,
4721,Bond,,
11419,Bond,RU000A0ZZQK3,
4722,Bond,,
11452,Bond,RU000A0ZZRU0,
4723,Bond,,
11454,Bond,RU000A0ZZSJ1,
4724,Bond,,
11456,Bond,RU000A0ZZSK9,
4725,Bond,,
11462,Bond,RU000A0ZZT15,
4726,Bond,,
11468,Bond,RU000A0ZZTW2,
11467,Bond,RU000A0ZZTX0,
4728,Bond,,
11475,Bond,RU000A0ZZUX8,
4729,Bond,,
11497,Bond,,
4730,Bond,,
11495,Bond,,
4731,Bond,,
4733,Bond,,
4734,Bond,,
4735,Bond,,
4736,Bond,,
4737,Bond,,
4738,Bond,,
4739,Bond,,
4740,Bond,,
4741,Bond,,
6110,Bond,,
8722,Bond,,
8723,Bond,,
8724,Bond,,
8725,Bond,,
8726,Bond,,
8727,Bond,,
8728,Bond,,
8729,Bond,,
8730,Bond,,
8731,Bond,,
8732,Bond,,
8733,Bond,,
8734,Bond,,
8735,Bond,,
8736,Bond,,
8737,Bond,,
8738,Bond,,
8739,Bond,,
8740,Bond,,
8741,Bond,,
8742,Bond,,
8743,Bond,,
8744,Bond,,
8745,Bond,,
8746,Bond,,
8747,Bond,,
8748,Bond,,
8749,Bond,,
8750,Bond,,
8751,Bond,,
8752,Bond,,
8753,Bond,,
8754,Bond,,
1621,Ordinary share,SZPR,
4371,Bond,,
4372,Bond,,
4373,Bond,,
4374,Bond,,
5426,Corporate bond,RU000A0JU716,
5980,Bond,RU000A0JWTW3,
5981,Bond,RU000A0JWTX1,
5982,Bond,RU000A0JX0Y1,
5983,Bond,RU000A0JX1A9,
9845,Corporate bond,RU000A0JXKQ2,
5638,Bond,,
5641,Bond,,
5643,Bond,,
5644,Bond,,
1199,Ordinary share,STSB,
1200,preferred shares,STSBP,
1255,Ordinary share,VRSB,
1256,preferred shares,VRSBP,
248,Ordinary share,KBSB,
274,Ordinary share,MISB,
275,preferred shares,MISBP,
287,Ordinary share,NNSB,
288,preferred shares,NNSBP,
316,Ordinary share,RTSB,
317,preferred shares,RTSBP,
1274,Ordinary share,YRSB,
1275,preferred shares,YRSBP,
9518,Corporate bond,RU000A0JWQ45,
4308,Bond,,
4309,Bond,RU000A0JTYQ1,
4310,Bond,,
4311,Bond,,
4312,Bond,,
1205,Ordinary share,TASB,
1206,preferred shares,TASBP,
3943,Ordinary share,TANL,
3944,preferred shares,TANLP,
1231,Ordinary share,TTLK,
4022,Corporate bond,RU000A0JS1W0,
4135,Corporate bond,RU000A0JS470,
1210,Ordinary share,TGKB,
1211,preferred shares,TGKBP,
5373,Bond,RU000A0JU7L6,
1224,Ordinary share,TORS,
1225,preferred shares,TORSP,
11257,Ordinary share,TRFM,
11446,Ordinary share,,
2824,Bond,RU000A0JWS92,
2825,Bond,RU000A0JXPK4,
5380,Bond,RU000A0JWCM0,
5436,Depositary receipts of a foreign issuer for shares,TMKS,
1548,Ordinary share,TUZA,
3304,Ordinary share,TUCH,
1537,Ordinary share,UKUZ,
1238,Ordinary share,URKA,
9543,Bond,RU000A0JWU15,
9544,Bond,RU000A0JWUA7,
4257,Ordinary share,URKZ,
5304,Bond,,
5305,Bond,,
5307,Bond,,
8609,Bond,,
8610,Bond,,
8611,Bond,,
3198,Ordinary share,LIFE,
3439,Corporate bond,RU000A0JRFN1,
3440,Corporate bond,RU000A0JRFP6,
3168,Corporate bond,RU000A0JR3M8,
3169,Corporate bond,RU000A0JR3L0,
5185,Corporate bond,RU000A0JTYJ6,
5352,Corporate bond,RU000A0JU2K9,
5353,Corporate bond,RU000A0JU2L7,
5184,Corporate bond,RU000A0JTYK4,
5449,Corporate bond,RU000A0JU7S1,
5588,Corporate bond,RU000A0JUC92,
5589,Corporate bond,RU000A0JUCA9,
8835,Corporate bond,RU000A0JVCB5,
8845,Corporate bond,RU000A0JVDD9,
9984,Ordinary share,HKOL,
3900,Ordinary share,HIMC,
3901,preferred shares,HIMCP,
3069,Ordinary share,TRCN,
4533,Bond,,
5881,Depositary receipts of a foreign issuer for shares,TCDR,
1582,Ordinary share,CNTL,
3720,preferred shares,CNTLP,
4212,Ordinary share,PRFN,
10938,Bond,RU000A0ZZD39,
1688,Ordinary share,CHKZ,
1689,Ordinary share,CHMK,
1723,Ordinary share,CHEP,
199,Ordinary share,CLSB,
200,preferred shares,CLSBP,
4226,Ordinary share,UNKL,
3957,Ordinary share,YAKG,
1273,Ordinary share,YKEN,
1512,preferred shares,YKENP,
1265,preferred shares,VZRZP,
4398,Ordinary share,KUZB,
5448,Corporate bond,RU000A0JU872,
3471,Bond,,
4350,Bond,RU000A0JV3L4,
2923,Ordinary share,DIOD,
4259,Ordinary share,MOBB,
3925,Ordinary share,NAUK,
297,preferred shares,OMZZP,
312,Ordinary share,ROSB,
6109,Corporate bond,RU000A0JUV57,
9008,Corporate bond,RU000A0JVSG0,
10398,Bond,RU000A0JXUH0,
10684,Bond,RU000A0ZYH44,
4803,Bond,,
4804,Bond,,
4805,Bond,,
5219,Bond,,
5220,Bond,RU000A0JWHT4,
5221,Bond,,
5222,Bond,,
5223,Bond,,
5451,Bond,,
5452,Bond,,
5456,Bond,,
5457,Bond,,
5458,Bond,RU000A0JUL67,
5459,Bond,RU000A0JUL91,
5460,Bond,RU000A0JULA0,
5461,Bond,RU000A0JULC6,
5511,Ordinary share,RGSS,
10529,Bond,RU000A0ZYE54,
10940,Bond,RU000A0ZZ2U3,
11276,Bond,RU000A0ZZKP5,
5037,Bond,,
5038,Bond,,
5039,Bond,RU000A0JUMX0,
5040,Bond,,
249,Ordinary share,KCHE,
1504,preferred shares,KCHEP,
270,Ordinary share,LSNG,
271,preferred shares,LSNGP,
5093,Bond,,
5094,Bond,,
5095,Bond,,
5096,Bond,RU000A0JVLM3,
3164,Ordinary share,MAGE,
3170,preferred shares,MAGEP,
3706,Ordinary share,SAGO,
3707,preferred shares,SAGOP,
8324,Ordinary share,SLEN,
262,Ordinary share,KUBE,
9135,Bond,RU000A0JVZK7,
9134,Bond,RU000A0JVYK0,
6089,Bonds of a foreign issuer,XS0861981180,
9972,Bonds of a foreign issuer,XS1589106910,
8669,Bonds of a foreign issuer,XS1143363940,
9656,Bonds of a foreign issuer,XS1510534677,
9002,Bonds of a foreign issuer,XS0783242877,
9432,Bonds of a foreign issuer,XS1352979923,
4462,Corporate bond,RU000A0JT1B3,
629,Unit closed UIF,RU000A0HHJG2,
10714,Unit closed UIF,RU000A0ZYF79,
9189,Bonds of a foreign issuer,XS0911599701,
5358,Bonds of a foreign issuer,RU000A0JRTT9,
3992,Bonds of a foreign issuer,RU000A0JRTS1,
4529,Corporate bond,RU000A0JT8R4,
4530,Corporate bond,RU000A0JT8T0,
9047,Bond,RU000A0JVZY8,
9747,Bond,RU000A0JX2V3,
9339,Bond,RU000A0JWGV2,
9948,Bond,RU000A0JXRD5,
9340,Bond,RU000A0JWTL6,
9949,Bond,RU000A0JXS59,
9341,Bond,RU000A0JXMP0,
11023,Bond,RU000A0ZZ5H3,
11024,Bond,RU000A0ZZ5J9,
9305,Shares of a foreign exchange-traded investment fund,FXRL,
5497,Shares of a foreign exchange-traded investment fund,FXAU,
5499,Shares of a foreign exchange-traded investment fund,FXUS,
5891,Shares of a foreign exchange-traded investment fund,FXMM,
11269,bonds of Bank of Russia,RU000A0ZZKN0,
11420,bonds of Bank of Russia,RU000A0ZZPG3,
11421,bonds of Bank of Russia,RU000A0ZZSH5,
9263,Bonds of a foreign issuer,XS0948666770,
2724,Bond,,
2725,Bond,,
1177,Ordinary share,PRMB,
5972,Corporate bond,RU000A0JUQ13,
8641,Bond,RU000A0JV8U4,
9996,Bond,RU000A0JXT17,
8642,Bond,RU000A0JVRM0,
8643,Bond,RU000A0JVLH3,
338,Ordinary share,MFGS,
339,preferred shares,MFGSP,
265,Ordinary share,KMEZ,
4662,Bond,,
4663,Bond,,
4664,Bond,,
4665,Bond,,
